"country","latitude","longitude","confirmed_cases","deaths","recovered","update_time","country_code","region"
"China",35.86166,104.195397,14,0,,"2020-01-30 22:35:03","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-30 22:35:03","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-30 22:35:03","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-30 22:35:03","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-30 22:35:03","CHN","Asia"
"China",35.86166,104.195397,6,0,,"2020-01-30 22:35:03","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-30 22:35:03","CHN","Asia"
"China",35.86166,104.195397,4586,162,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,70,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,43,1,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,29,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,18,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,6,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-30 23:59:51","CHN","Asia"
"China",35.86166,104.195397,4586,162,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,70,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,43,1,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,30,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,18,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,6,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 00:22:04","CHN","Asia"
"China",35.86166,104.195397,4586,162,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,70,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,43,1,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,30,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,18,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 01:23:54","CHN","Asia"
"China",35.86166,104.195397,4903,162,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,70,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,43,1,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,30,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,18,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 04:22:28","CHN","Asia"
"China",35.86166,104.195397,4903,162,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,70,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,44,2,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,30,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,18,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 05:04:20","CHN","Asia"
"China",35.86166,104.195397,4903,162,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,70,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,44,2,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,31,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,18,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 05:07:13","CHN","Asia"
"China",35.86166,104.195397,4903,162,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,70,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,44,2,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,31,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,19,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 06:04:05","CHN","Asia"
"China",35.86166,104.195397,4903,162,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,114,1,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,76,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,44,2,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,31,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,19,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 06:19:59","CHN","Asia"
"China",35.86166,104.195397,4903,162,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,121,1,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,76,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,44,2,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,31,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,19,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,12,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,10,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,9,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,8,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,7,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,1,0,,"2020-01-31 07:05:03","CHN","Asia"
"China",35.86166,104.195397,5806,204,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,428,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,354,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,278,2,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,277,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,200,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,182,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,162,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,158,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,142,1,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,129,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,121,1,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,112,1,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,101,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,78,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,76,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,65,1,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,63,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,46,1,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,44,2,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,41,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,35,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,31,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,26,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,19,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,17,0,,"2020-01-31 13:26:46","CHN","Asia"
"China",35.86166,104.195397,14,0,,"2020-01-31 13:26:46","CHN","Asia"
